a 啊 唉 哎
aa 阿 啊 吖 嗄 腌 锕
aaaa 啊啊 啊啊啊
aaba 阿爸
dybz 打一巴掌，给个甜枣
dyc 第一次
dycb 断垣残壁
dycd 炖菜
dyce 第一册
dyci 第一次 遁词
dyco 顿挫
dycu 敦促
dyd 沌
dydb 大摇大摆
dydc 钓鱼岛 打蛇打七寸
dydd 第一大 第一代
dydm 蹲点 多一点 第一点
dydr 大鱼大肉
dydt 沌
dydy 大眼瞪小眼 多言多语
dydz 多有得罪
dyf 蹲伏
dyfa 的用法
dyfc 等因奉此
dyff 第一份
dyfh 大药房
dyfj 顿饭
dyfu 蹲伏
dyfv 打预防针
dyg 第一个
dyge 第一个 单元格
dygj 顿感
dygo 缔约国
dygr 第一关
dygz 盾构 第一句
dyh 炖 单引号
dyhc 顿号 单引号
dyhe 等一会儿
dyhh 第一行
dyhl 敦煌
dyho 地狱火
dyht 炖
dyhu 多用户
dyhx 多元化 钝化 多样化
dyhz 敦厚
dyi 打圆场
dyih 打圆场 第一场
dyis 的一种 第一种
dyiy 大鱼吃小鱼
dyj 钝
dyjb 大跃进
dyjh 答疑解惑
dyji 打印机 第一季 第一集
dyjj 东一句西一句
dyjk 大眼睛 戴眼镜 跌眼镜
dyjn 钝角
dyjp 电影节 第一节 第一届 端阳节
dyjr 第一卷
dyjt 顿觉 钝角 钝
dyju 第一件事 电业局 读研究生
dyjx 大赢家 遁甲 第一家 独运匠心
dyk 吨 囤
dyke 第一颗 等一会儿 第一课
dykg 蹲坑
dykk 动员会
dykr 第一款
dykt 囤 吨
dyku 弹药库
dykw 大有可为
dyl 第一轮
dylb 东一榔头西一棒
dyli 电影里
dylk 动员令
dyln 顿了
dylr 大义凛然
dyls 独眼龙
dylw 掉眼泪
dyly 第一轮
dylz 东一榔头西一棒子
dym 第一名 楯
dyma 大姨妈
dymc 大檐帽
dymk 第一名
dymo 楯
dymq 大义灭亲 打羽毛球
dymu 得意门生 敦睦
dyn 第一年
dynm 第一年
dyo 盹
dyot 盹
dyp 盾
dypb 代用品 敦聘
dypc 低音炮
dypd 盾牌
dypi 第一批 单眼皮
dypm 第一篇
dypn 电影票
dypo 盾
dypp 大雨瓢泼
dypt 大雨滂沱
dypx 戴月披星
dypy 箪食瓢饮
dyq 呆一起
dyqi 低吟浅唱 钝器 第一期
dyqk 敦请
dyqq 大异其趣
dyqr 敦劝
dyqx 掉以轻心
dyr 代言人
dyrc 但愿如此
dyrf 代言人 电影人 第一任 第一人
dyrj 顿然 但愿人长久
dyrz 大有人在 炖肉
dyt 墩 顿 坉
dyta 大雁塔
dytc 遁逃 第一套
dytd 钓鱼台
dyth 炖汤
dytj 第一桶金
dytm 第一天
dytn 第一条
dytr 顿
dyts 大一统
dytt 坉
dytu 多用途
dytv 当一天和尚撞一天钟
dytw 墩
dyu 打油诗 砘 礅
dyug 顿生
dyui 顿时 打油诗 敦实
dyuk 大元帅
dyut 砘
dyuu 多一事不如少一事
dyuv 大意失荆州 多喝水
dyuw 礅
dyux 德艺双馨
dyuz 顿首 第一手 第一首
dyv 大洋洲
dyve 蹲着
dyvg 导游证
dyvh 第一章
dyvi 打印纸 第一支 德意志
dyvj 第一站
dyvo 蹲着
dyvt 大雅之堂
dyvu 顿住
dyvv 地缘政治
dyvy 多云转阴
dyvz 得意之作 大洋洲 第一周
dyw 敦 趸
dywe 独一无二
dywf 但说无妨
dywj 大亚湾 大蛇丸
dywo 答应我
dywr 趸
dywu 顿悟 抵押物
dyww 吨位 第一位 敦
dywx 得意忘形
dyx 等一下 忳 惇
dyxb 东摇西摆
dyxd 东游西荡
dyxg 东游西逛
dyxi 打游戏
dyxk 遁形 多样性
dyxl 第一项 等一系列
dyxm 电源线 第一线
dyxn 顿消
dyxt 忳
dyxu 大音希声
dyxx 蹲下 东食西宿 顶一下
dyxz 惇
dyy 都一样
dyyd 盗亦有道
dyye 第一页
dyyg 对于一个
dyyh 都一样
dyyj 第一眼
dyyr 电影院 大医院 的一员
dyyu 大隐隐于市 但由于 大喝一声
dyyy 得意洋洋
dyz 蹲 遁 蹾
dyzc 蹲
dyzd 蹲在
dyzi 多音字
dyzo 遁 第一座
dyzu 顿足
dyzw 大有作为 蹾
dz 都 逗 兜 兜 抖 斗 陡 豆 痘 读 蔸 钭 窦 蚪 篼 唞
dza 豆
dzaa 豆
dzai 都爱
dzb 痘 兜 窦
dzba 痘 大嘴巴 都把
dzbc 大字报
dzbd 窦 斗败
dzbe 兜
dzbi 都比 陡壁
dzbj 豆瓣 电子版 丢卒保车
dzbm 陡变
dzbu 都不
dzbx 胆子不小
dzc 蔸
dzce 蔸
dzcg 都曾
dzcs 倒栽葱
dzd 斗
dzda 都打
dzdc 多姿多彩 都到
dzdi 兜底
dzdj 斗胆
dzdn 多灾多难
dzds 抖动 都懂
dzdu 斗 都督 多嘴多舌
dzdv 都对
dzdw 都得 逗得
dzdz 豆豆 逗逗 兜兜 痘痘
dze 陡
dzee 窦娥
dzem 抵足而眠
dzer 陡
dzf 抖
dzfa 斗法 都发
dzff 豆粉
dzfg 兜风
dzfh 斗方
dzfl 弟子服其劳
dzfu 豆腐 抖
dzg 都给
dzgc 都搞 电子稿
dzgf 逗哏 都跟
dzgg 刁钻古怪
dzgk 都怪
dzgs 斗拱
dzgv 待字闺中
dzgw 都给
dzh 大杂烩
dzhc 逗号 都好
dzhf 都很 逗哏
dzhh 都行
dzhu 钉子户
dzhv 都会 大杂烩
dzhx 豆花 电子化
dzi 蚪
dzig 都成 都城 电子城 打造成
dzih 电子厂
dzii 豆豉 都吃
dzir 都穿
dziu 蚪 打造出 抖出
dzix 顿足捶胸
dzj 钭
dzji 打字机 陡急 都给 斗鸡
dzjl 豆浆 都将
dzjn 豆角 都叫
dzjs 断子绝孙
dzjt 豆角
dzju 钭
dzjx 达则兼济天下 豆荚
dzjy 陡峻
dzk 都可 唞
dzkb 刁钻刻薄
dzke 都可
dzkj 都看
dzkk 都快 都会
dzku 丁字裤 唞
dzkz 豆蔻
dzl 肚子里 都
dzlc 逗乐
dzld 都来
dzle 逗乐 都
dzlg 戴罪立功
dzli 兜里 陡立 肚子里 斗笠
dzlj 兜揽
dzlk 都灵
dzlo 抖落
dzlq 逗留
dzlu 豆绿
dzlw 豆类
dzm 都没
dzmm 豆面
dzmn 豆苗
dzmo 都没
dzmw 都没
dzn 都能
dzna 都拿
dznd 豆奶
dzng 都能
dznj 都难
dznq 斗牛
dzou 斗殴
dzp 兜
dzpe 兜
dzpg 斗篷
dzpi 都被
dzpm 动作片
dzpo 陡坡 豆粕
dzq 打砸抢
dzqb 电子琴
dzqi 斗气
dzql 打砸抢
dzqn 陡峭
dzqr 兜圈
dzqu 逗趣 都去
dzr 陡然
dzrf 逗人
dzrh 都让
dzrj 陡然 大自然
dzru 豆乳
dzs 抖擞
dzsf 鼎足三分
dzsr 都算
dzsz 抖擞
dztg 肚子疼
dztk 都听
dzts 肚子痛
dzu 都是
dzua 豆沙
dzug 陡升
dzuh 肚子上
dzui 都是 都市 斗士 斗室
dzuo 都说
dzuu 电子书
dzuw 电子商务
dzuz 兜售
dzv 篼
dzva 豆渣
dzvc 都找
dzve 篼
dzvg 斗争
dzvh 打嘴仗
dzvi 斗志 党总支 党组织 斗智
dzvj 抖颤
dzvu 鼎足之势
dzwu 都无
dzwv 大做文章
dzww 都未 都为 窦唯
dzx 都想
dzxd 东藏西躲
dzxg 东走西顾
dzxk 都行 丁字形
dzxl 都想 都像
dzxn 逗笑 都笑
dzxp 都写
dzy 打字员 读
dzya 豆芽 陡崖
dzyb 逗引
dzyc 都要
dzyd 读
dzyi 都已 都以
dzyj 电子眼
dzyk 都应
dzyr 独自一人 大杂院 打字员
dzys 都用 斗勇
dzyt 都说
dzyu 都与
dzyx 电子邮箱
dzyy 都匀
dzyz 都有 都由 豆油
dzz 逗
dzza 逗
dzzd 都在
dzzg 陡增
dzzi 豆子 兜子
dzzv 斗嘴
dzzx 刀子嘴豆腐心
dzzz 都走
e 二 嗯
ea 恩爱
eb 而不
ebdl 阿卜杜拉
ebe 饿不饿
ebee 饿不饿
ebf 耳边风
ebfg 耳边风
ebh 而不会
ebhk 耳鼻喉科
ebhv 而不会
ebhz 耳鼻喉
ebjr 二八佳人
ebl 饿扁了
eble 饿扁了
eblo 阿波罗
ebn 而不能
ebng 而不能
ebq 而不去
ebqu 而不去
ebs 饿不死
ebsi 饿不死 阿巴斯
ebsm 耳鬓厮磨
ebu 而不是
ebui 而不是
ebuz 二把手
ebw 二百五
ebwu 二百五
ebxp 儿不嫌母丑，狗不嫌家贫
eby 而不用
ebys 而不用
ebzb 阿布扎比
ec 恩赐
ecmm 耳聪目明
ed 额度
edbn 儿大不由娘
edfz 二道贩子
edj 二等奖
edji 二叠纪
edjl 二等奖
edli 耳朵里
edps 俄狄浦斯
edqj 耳朵起茧
edyj 恩断义绝
ee 额 阿 蛾 峨 鹅 俄 讹 娥 恶 厄 扼 遏 鄂 饿 哦 噩 噩 谔 垩 苊 莪 萼 呃 愕 阏 屙 婀 轭 腭 锇 锷 鹗 颚 鳄 堨 姶 崿 涐
eea 鳄 噩
eeaa 恩恩爱爱 噩
eeak 鳄
eeb 额
eeba 恶霸 阿坝 阿爸
eebc 恶报 阿宝
eebo 阿伯
eebr 额
eebs 阿尔卑斯
eebt 阿尔伯特
eebu 恶补 阿布
eeby 阿尔巴尼亚
eec 萼 苊 莪
eeck 萼
eecv 苊
eecw 莪
eed 恶毒 涐
eeda 阿达
eedd 阿大 阿呆
eede 阿德
eedi 阿迪
eedj 鹅蛋
eedk 额定
eedo 阿朵
eeds 鄂尔多斯 阿尔都塞
eedu 额度 阿杜
eedw 涐 饿得
eedz 恶斗 阿斗
eee 峨 阿 崿
eeek 阿 崿
eeer 阿尔 厄尔
eeew 峨
eef 扼
eefa 阿尔法
eefh 俄方
eefu 阿附 阿福
eefv 扼
eefw 阿飞
eeg 恶搞
eegc 恶搞
eege 阿哥
eegj 恶感 阿甘 鹅肝
eego 恶果 俄国
eegs 阿公
eegu 额骨
eegv 恶鬼
eegy 恶棍
eegz 恶狗
eeh 恶化
eehc 噩耗
eehj 阿含
eehl 鹅黄
eehs 阿訇
eehx 恶化 阿华
eei 厄 蛾 轭
eeig 阿城
eeiv 轭 厄
eeiw 蛾
eeiz 恶臭
eej 锷 锇
eejb 阿金
eeje 阿尔及尔
eeji 恶疾
eejk 锷
eejn 阿胶 阿娇
eejp 阿姐
eejt 额角
eejw 锇
eejy 阿尔及利亚 俄军
eek 呃 鄂 哦 鹗 颚
eekd 阿凯
eeke 鄂
eekn 鹗
eekr 颚
eekv 呃
eekw 哦
eel 恶劣
eela 阿拉
eele 饿了
eeli 阿里 阿狸
eelj 阿兰
eelm 阿莲 阿联
eelp 恶劣 腭裂
eely 阿伦
eem 阏
eema 阿妈
eemc 鹅毛 阿毛
eemd 阏
eemf 阿门
eemg 噩梦 阿蒙
eemi 阿米 阿弥
eemj 阿曼
eemk 恶名 阿明
eemo 恶魔
eemu 阿木 阿姆
eemw 峨眉 阿梅 阿妹 蛾眉 峨嵋 娥眉
een 娥 婀 姶
eeni 阿尼
eenj 阿囡 厄难
eenk 婀 姶
eenl 额娘
eenn 厄尔尼诺
eeno 婀娜 阿娜 阿诺
eenq 阿牛
eenw 娥
eeo 腭
eeok 腭
eepk 恶评
eepm 萼片 阿片 阿扁
eepo 阿婆
eeqk 俄顷
eeql 阿强
eeqm 额前
eeqr 恶犬
eeqx 阿卡
eer 俄
eerj 愕然
eers 鹅绒
eerw 俄
ees 饿死
eesa 阿萨
eese 阿瑟
eesi 饿死 阿斯
eesj 阿三
eesu 恶俗
eet 额头 堨
eeti 阿嚏
eetu 恶徒 阿土
eetv 堨
eetz 额头
eeu 饿 屙
eeua 扼杀
eeuf 阿婶
eeuh 额上
eeuk 屙 阿衰
eeuo 额数
eeuu 阿叔
eeuw 饿
eeuz 扼守
eev 遏制
eeva 讹诈
eeve 饿着
eevi 遏制 遏止
eevj 恶战
eevo 饿着
eevu 扼住 阿朱
eevz 鄂州
eew 鹅 噩
eewd 额外
eewf 俄文 阿文
eewh 阿旺
eewj 扼腕
eewk 噩
eewn 鹅
eewu 阿武
eeww 阿维
eex 愕
eexb 恶心 阿信
eexi 恶习
eexk 恶性 阿星 愕
eext 阿雪
eey 恶 讹 谔 垩
eeya 阿雅
eeyb 讹
eeyc 扼要
eeyi 恶意 阿姨 遏抑
eeyk 谔
eeyt 垩
eeyu 鳄鱼 阿谀 俄语
eeyx 恶
eeyy 厄运 恩恩怨怨
eez 遏
eezi 阿紫 蛾子
eezu 遏阻
eezv 遏
eezw 恶贼
ef 而非
efel 尔俸尔禄
efgs 阿房宫
efhj 阿富汗
efti 阿凡提
efvy 二分之一
eg 恶搞
egbd 峨冠博带
egde 厄瓜多尔
ege 恩格尔
eger 恩格尔
egeu 恩格尔系数
egmy 恶贯满盈
egqj 耳根清净
egsi 恩格斯
egt 二锅头
egtd 阿根廷队
egtk 阿根廷
egtz 二锅头
egyt 二个月
eh 鹤
ehbu 二话不说
ehby 二话不说
ehh 恶狠狠
ehhf 恶狠狠
ehmu 二话没说
ehmy 二话没说
ehpu 饿虎扑食
ehpy 饿虎扑食
ehqy 儿行千里母担忧
ehy 二合一
ehyb 儿化音
ehyi 二合一
ei 欸 诶
eis 欸
eisr 欸
eiu 二传手
eiuz 二传手
eiy 诶
eiyu 诶
ej 耳机
ejd 二季度
ejdu 二季度
ejgr 二极管
ejgs 二进宫
ejib 恩将仇报
ejmd 阿基米德
ejqb 恩将仇报
ejv 二进制
ejvi 二进制
ejww 二进位
ek 儿科
ekdy 阿克顿
eklm 俄克拉荷马
ekna 阿奎那
eksu 阿克苏
ekud 阿肯色
el 恶劣
elbf 二律背反
elbg 阿拉伯联合酋长国
elbo 阿拉伯
elbr 阿拉伯人
elbz 阿拉伯数字
eldk 阿拉丁
elft 阿拉法特
elgh 俄勒冈
eliy 鄂伦春
eliz 鄂伦春族
ellk 二零零
ellw 阿拉蕾
elmt 阿拉木图
elqq 阿联酋
els 俄罗斯
elsi 俄罗斯
elsj 阿拉斯加
elso 阿隆索
elsr 俄罗斯人
eltd 阿勒泰
eltv 二郎腿
elty 厄立特里亚
elui 鹅卵石
eluj 阿里山 阿拉善
elvn 而立之年
elxi 阿拉希
elxv 二龙戏珠
elz 二流子
elzi 二流子
em 噩梦
emba 阿米巴
emdx 鹅毛大雪
emeg 阿猫阿狗
emni 阿玛尼
emsd 阿姆斯特丹
emtf 阿弥陀佛
emu 峨眉山
emuj 峨眉山
emvv 恶名昭彰
emyx 耳目一新
en 恩 蒽 摁 嗯 奀
enaa 嗯啊
enai 恩爱
enb 奀
enbd 奀
enbo 恩波
enc 蒽
enci 恩赐
encx 蒽
end 恩德
ende 恩德
endm 恩典
endz 婀娜多姿
enen 嗯嗯 恩恩
enf 摁
enfx 摁
engs 恩公
enh 嗯哼
enhg 嗯哼
enhv 恩惠
eni 恩仇
eniq 儿女成群
enis 恩宠
eniz 恩仇
enj 二年级
enji 二年级
enk 嗯 恩
enkx 恩 嗯
enna 恩纳
enpk 恩平
enq 恩情
enqd 儿女情长，英雄气短
enqi 儿女情长
enqk 恩情
enqq 恩仇
enqv 儿女情长
enrf 恩人
enui 恩师 恩施
envy 恩准
enww 恩威
eny 恩怨
enyi 恩义
enyr 恩怨
enze 恩泽
eo 偶尔
ep 恶评
epby 饿殍遍野
epf 耳旁风
epfg 耳旁风
epg 阿房宫
epgs 阿房宫
eq 而且
equi 而且是
er 而 儿 耳 尔 饵 洱 二 贰 佴 迩 珥 铒 鸸 鲕 咡 耏 陑
era 耳 而 二 鲕
eraa 二 耳
erae 鲕
eral 而
erb 而不
erba 二八 而把
erbd 二百
erbf 二本
erbi 耳鼻 二笔
erbj 二班 二板
erbm 耳边
erbu 而不 耳部 二部
erbw 耳背
ercc 尔曹
ercg 二层
erci 二次
ercs 而从
erd 尔 洱
erdd 二代
erde 洱 尔德
erdg 二等 尔等
erdh 而当
erdi 二弟 尔迪
erdk 而定 耳钉
erdo 耳朵
erds 耳洞 而动
erdu 二度
erdv 而对 二队
erdx 尔
ere 鸸 耏 陑
eree 陑
eren 鸸
erep 耏
erf 而非
erff 二分
erfh 二房
erfw 而非
erg 儿歌
erge 儿歌 二哥 二个
ergf 耳根
ergl 耳光
ergo 而过
ergv 而归
ergz 耳垢
erh 而后
erhc 二号
erhd 洱海
erhh 而行
erhl 二黄
erhr 耳环 二环
erhu 二胡 二虎
erhv 二回
erhx 儿化
erhy 二婚
erhz 而后 尔后
eri 而成
erig 而成
eris 二种
eriu 而出
eriv 耳垂
erj 铒
erjb 而今
erje 铒
erji 耳机 耳际 二极 二级
erjm 耳尖 而建
erjp 二届 二姐
erjq 而就 二舅
erju 二居
erk 咡
erke 儿科 耳科 咡
erko 耳廓
erks 耳孔
erl 而来
erlc 二老
erld 而来 二来 迩来
erlh 儿郎
erli 而立 耳力
erll 二两
erln 饵料
erlq 二流
erls 耳聋
erlu 二路
erlw 二类
erly 而论
erlz 二楼
erm 耳目
ermd 耳麦
ermk 耳鸣
ermo 耳膜 二万
ermr 耳濡目染
ermu 耳目
ern 儿女
ernd 二奶
erng 而能
erni 而你
ernm 二年
ernv 儿女
erp 儿
erpc 二炮
erph 耳旁
erpi 而被
erpj 耳畔
erpv 儿
erq 而且
erqi 二期 而其 而起 二七 二汽
erqm 二千
erqp 而且
erqr 二泉
erqu 而去 二区
err 佴
erre 佴
errf 二人
erri 二日
errr 耳软
erru 而入
ers 耳塞
ersd 耳塞
ersf 尔森
ersi 而死 尔斯
ersj 二三
ersy 儿孙
erta 而她 而他
ertc 耳套
ertd 二胎
ertk 耳听
ertm 二天
erts 儿童
ertv 而退
eru 饵
erue 饵
eruf 二审 二婶
erug 而生
eruh 而上
erui 而是 二十 耳屎 耳饰 而使 二世 二是 儿时
eruu 耳熟 二叔
eruy 耳顺
eruz 二手 耳熟
erv 二者
erve 二者
ervh 二章
ervi 而至 而致 而知
ervj 二战 而战
ervr 二人转
ervs 而终 二中 二重
ervw 而这
erw 珥
erwd 而外
erwe 珥
erwf 耳闻
erwh 而亡
erwo 耳蜗 而我
erwu 二五 而无
erww 二位 而未 而为 二维
erx 儿媳
erxb 二心
erxi 儿戏 儿媳
erxm 二线
erxt 耳穴
erxv 恶人先告状
erxx 而下
ery 贰
erya 尔雅
eryc 而要 二要
erye 二爷
eryi 而已 而异 而以 二姨
eryj 而言
eryk 而应
eryr 二元 二院 贰
erys 二用
eryt 二月
eryu 耳语 而与
eryz 而又 而有
erz 迩
erzd 而在
erzi 儿子 二字
erzo 而作 而坐
erzx 迩
es 饿死
esbj 阿塞拜疆
esdd 饿死胆小的
esdy 阿斯顿
esl 饿死了
esle 饿死了
esmt 儿孙满堂
esna 阿森纳
espl 阿司匹林
este 恩斯特
esu 二三十
esud 饿死事小，失节事大
esui 二三十
esux 饿死事小
eszf 儿孙自有儿孙福
et 儿童
etb 儿童不宜
etbf 耳听八方
etby 儿童不宜
etfm 恩同父母
etj 儿童节
etjn 二踢脚
etjp 儿童节
etmm 耳提面命
etmu 阿童木
etuu 二桃杀三士
etw 耳听为虚，眼见为实
etwu 耳听为虚，眼见为实
etwx 儿童文学 耳听为虚
etzz 恩同再造
eu 十
eub 二十八
euba 二十八
eudo 二十多
eue 二十二
eueq 恶声恶气
euer 二十二
eufh 二手房
euiq 额手称庆
euj 二十九
euji 二十几
eujq 二十九
euju 二手车
eul 二十六
eulq 二十六
eulu 二十六
euma 阿诗玛
eumo 二十万
eunx 耳熟能详
euq 二十七
euqi 二十七
eus 二十三
eusi 二十四
eusj 二十三
eusu 二十四小时 二十四史
eusv 二十岁
euuj 二十世纪
euw 二十五
euwu 二十五
euy 二十一
euyg 而是一个
euyi 二十一
euyj 二十一世纪
euyv 恩深义重
ev 二者
evbj 二者不可得兼
evby 二者必居其一
evi 二指禅
evih 二重唱
evij 二指禅
evru 恩重如山
evzz 二重奏
ew 额外
ewb 恩威并重
ewbj 耳闻不如一见 耳闻不如目见
ewbu 恩威并施
ewbv 恩威并重
ewit 扼腕长叹
ewkz 鄂温克族
ewm 二维码
ewma 二维码
ewmd 耳闻目睹
ewux 耳闻是虚
ex 儿戏
exdu 恶向胆边生
exfu 儿媳妇
exlo 阿修罗
exqy 儿行千里母担忧
exxh 恶性循环
ey 而已
eyeb 恶有恶报
eyf 二月份
eyff 二月份
eyfi 阿谀奉承
eyfm 恩怨分明
eyfy 阿谀逢迎
eyhd 二氧化氮
eyhl 二氧化硫
eyht 二氧化碳
eyly 二元论
eyqi 恩怨情仇
eytw 二一添作五
eyur 恶语伤人
eyvu 恶语中伤
eywv 尔虞我诈
eyxj 恶语相加
ez 儿子
ezj 恶作剧
ezju 恶作剧
f 非 发
fa 法 发 罚 筏 伐 乏 阀 珐 垡 砝
faan 发暗 法案 发案
fab 发布
fabc 法宝 发包 发报
fabd 发白
fabh 发榜
fabj 法办
fabk 发病 发兵
fabm 发辫
fabn 发表 发飙
fabu 发布
fac 发财
facd 发财
faco 发错
fad 发呆 法
fada 发达
fadc 发到
fadd 发呆
fadj 罚单
fadk 法定
fadm 发电 法典 发点
fads 发动 法
fadu 法度
fadx 发嗲
fadz 发抖
faf 发放
fafa 发发
faff 发奋 发愤
fafg 发疯
fafh 发放 法防
fafu 发福
fag 法规
fagc 发稿 发糕
fage 发哥 发个
fagl 发光
fago 法国 发过
fagr 法官
fags 发功
fagv 法规 罚跪
fagw 发给
fah 发火
fahc 法号 发号
fahf 发狠
fahh 发行
fahj 发函 发汗
fahl 发黄
faho 发货 发火
fahr 发还
fahs 发红
fahv 发挥 发回
fahw 发黑
fahx 发话 发花
fahy 发昏
fai 发出
faih 法场
faij 发颤
faiu 发出 发怵
faiy 发春
faiz 发愁
faj 发觉
fajb 罚金 发紧
faji 发迹 法纪 发际 发髻 发给
fajk 法警
fajl 发奖
fajm 发件
fajn 发酵
fajq 罚酒
fajt 发觉 发掘
faju 发车
fajx 发家 法甲 法家 发夹
fak 罚款
fake 法克 法科
fakj 发刊
fakl 发狂
fakr 罚款
faku 法库
faky 发困
fal 乏力
fala 法拉 发蜡
falc 法老
fald 发来
fale 发了
falg 发愣 发冷
falh 发廊 珐琅 法郎
fali 法力 法理 法例 发力 乏力
falj 法兰
falk 法令
fall 发亮 发凉
faln 发了
falo 发落 法螺
falu 发绿
falv 法律
falw 乏累
faly 法轮
fam 阀
fama 砝码 发麻
famc 发毛
famf 阀门 法门 发闷
famg 发蒙 阀
famh 法盲
famk 发明 法名
famo 罚没
famu 伐木 发木
famw 发霉
fan 发怒
fani 发腻
fanj 发难
fanu 发怒
fap 乏
fapc 发泡 发炮
fapd 发牌
faph 发胖
fapj 发胖
fapm 发片
fapn 发票
fapv 乏
fapw 发配
faq 发起
faqi 发起 法器 发妻
faqk 发情
faqm 发钱 罚钱
faqq 发球 罚球
faqr 法权 发圈
faqu 发去
faqx 发卡
far 伐 垡
fare 发热
farf 法人 发轫
farg 伐
farr 发软
fart 垡
fas 罚
fasc 发骚
fasd 罚
fasi 法嗣 发丝
fasj 发散
fasr 发酸
fass 发送
fat 法庭
fath 发烫
fati 阀体
fatk 法庭
fatn 发条 法条
fatp 发帖 法帖 发贴
fats 法统 发痛
fatu 发图
fau 砝
fauc 发烧 发梢
faue 发射
fauf 法神
faug 发生 发声
fauh 法商 发上
faui 发誓 法式 法事 法师
fauo 法硕
faus 砝
fauu 法术 伐树
fauv 发水
fauz 发售
fav 发 筏
favd 发
favf 法阵
favg 筏 法政 发证
favh 法杖 发张
favi 法治 法制 法旨 发至 发质 发指
favj 发展 罚站
favo 发着
favu 法术 乏术
faw 珐
fawd 法外
fawf 发文 法文 发问
fawh 法网 法王 发往
faws 珐
fawu 法务 发物
faww 乏味 发威
fax 发行
faxb 发信 发薪 阀芯
faxi 罚息 法系
faxk 发型
faxl 法相
faxm 发现 法线
faxn 发笑
faxp 发泄 发些
faxt 法学
faxu 发虚
faxx 罚下 发下
fay 发言
faya 发芽
fayb 发音
fayh 发扬 发痒
fayi 法医 发射
fayj 发言 法眼 发炎
fayr 法院 发愿 发源
fayu 发育 法语
fayy 发晕 发运
fayz 发油
faz 发作
fazd 发在
faze 法则 罚则
fazi 发自 法子 发紫
fazj 发簪
fazo 发作
fb 方便 分别
fbbk 范冰冰
fbcv 风必摧之
fbdu 防病毒 反病毒
fbdz 罚不当罪
fbeg 法不阿贵
fbf 烦不烦
fbfj 烦不烦
fbgu 奋不顾身
fbhy 返本还原
fbi 发不出
fbie 法不传六耳
fbiu 发不出
fbju 奋笔疾书
fbk 分不开
fbkd 分不开
fbkk 发布会
fbl 分辨率
fbli 非暴力
fblv 分辨率
fblx 分崩离析
fbm 方便面
fbmm 方便面
fbq 分不清
fbqk 分不清
fbsi 福布斯
fbti 副标题
fbtu 分布图
fbu 分别是
fbud 腹背受敌
fbuf 防不胜防
fbuh 犯不上
fbui 分别是 封闭式 分布式
fbuk 发病率 分辨率
fbv 犯不着
fbvc 犯不着
fbve 发布者 发表者
fbvh 副部长
fbvm 方便之门
fbvo 犯不着
fbwu 反败为胜
fbx 放不下
fbxi 非比寻常
fbxp 帆布鞋
fbxq 法不徇情
fbxx 放不下
fby 翻白眼
fbyj 翻白眼
fbzv 罚不责众 法不责众
fc 讽刺
fcan 法草案
fcbl 方寸不乱
fcjb 非此即彼
fcl 发错了
fcle 发错了
fcls 风餐露宿
fclx 风餐露宿
fcml 服从命令
fcv 凡此种种
fcvd 方寸之地
fcvv 凡此种种
fcwu 犯错误
fcyl 方寸已乱
fczx 父慈子孝
fd 反对
fdbj 放荡不羁 辅导班
fdcd 发大财
fdd 反对党
fddh 反对党
fddt 福地洞天
fddu 肥嘟嘟
fddx 复旦大学
fdg 梵蒂冈
fdgh 梵蒂冈
fdgj 发达国家
fdi 房地产
fdih 发电厂
fdij 房地产
fdiu 房地产商
fdix 釜底抽薪
fdj 发动机
fdji 发动机 发电机 复读机
fdjk 放大镜
fdjn 佛得角
fdli 蜚短流长
fdll 发电量
fdlv 蜚短流长 飞短流长
fdlw 费德勒
fdm 防盗门
fdmb 奋斗目标
fdmf 防盗门
fdnd 费迪南德
fdp 反对派
fdpd 反对派 反动派
fdpn 反对票
fdpp 风度翩翩
fdpv 非淡泊无以明志
fdqi 放大器
fdsa 范德萨
fduj 风刀霜剑
fduu 辅导书
fdve 反对者
fdvj 发电站
fdvy 釜底之鱼
fdx 放得下
fdxb 发短信
fdxk 非典型
fdxx 放得下
fdy 辅导员
fdyb 分道扬镳
fdye 粉底液
fdyi 防弹衣
fdyr 辅导员
fdyv 粉雕玉琢
fe 反而
fefh 飞蛾赴火
fehl 富而好礼
fejx 伏尔加
fem 福尔摩斯
feml 福尔马林
fems 福尔摩斯
feph 飞蛾扑火
fetd 伏尔泰
fevv 分而治之
ff 分 份 芬 酚 吩 氛 纷 坟 焚 汾 粉 奋 忿 愤 粪 偾 瀵 玢 棼 鲼 鼢 坋 棻 瞓 翂 豮
ffa 鲼
ffar 鲼
ffb 忿 分
ffbb 缝缝补补
ffbc 分包
ffbd 分 粉白 反腐败
ffbi 粉笔
ffbj 分班
ffbk 粉饼 分兵
ffbm 分辨 分辩
ffbp 分别 忿忿不平
ffbu 分布 分步 分部
ffbw 分贝
ffbx 忿
ffc 芬 棻
ffcd 芬 粉彩
ffce 分册
ffcg 分层
ffci 粉刺 分词 分次
ffcj 分餐
ffcm 棻
ffcy 分寸
ffd 奋 汾 瀵
ffdb 瀵
ffdc 丰富多彩 分到
ffdd 疯疯癫癫 粉黛 汾
ffde 分得
ffdh 分档
ffdi 坟地 粉底
ffdj 分担
ffdm 分店 分点
ffdn 分掉
ffdo 分舵
ffdp 粉蝶
